user_id,event_time,event_type,product_name
29,2026-05-26 21:55:13.909996,viewed_item,Chidri Track Pants
30,2026-05-29 11:10:28.942863,landing_page_view,Retro Nuptse-Style Puffer
30,2026-05-29 11:15:42.942863,viewed_item,Retro Nuptse-Style Puffer
30,2026-05-29 11:16:46.942863,added_to_cart,Retro Nuptse-Style Puffer
31,2026-06-01 13:43:26.677688,landing_page_view,Shinobi Compression Tee
32,2026-05-16 09:37:46.629188,landing_page_view,Hokage Denim Jacket
32,2026-05-16 09:40:20.629188,viewed_item,Hokage Denim Jacket
33,2026-06-02 03:04:28.909681,landing_page_view,Vagabond Distressed Bucket Hat
34,2026-05-27 22:55:41.186497,landing_page_view,Retro Nuptse-Style Puffer
35,2026-06-05 12:03:36.713373,landing_page_view,Shinobi Compression Tee
35,2026-06-05 12:08:02.713373,viewed_item,Shinobi Compression Tee
36,2026-05-23 09:12:43.776498,landing_page_view,Ghost in the Shell Balaclava
36,2026-05-23 09:13:46.776498,viewed_item,Ghost in the Shell Balaclava
37,2026-05-16 22:01:48.987327,landing_page_view,EVA-01 Oversized Work Jacket
38,2026-05-27 18:49:14.131322,landing_page_view,Retro Nuptse-Style Puffer
38,2026-05-27 18:53:25.131322,viewed_item,Retro Nuptse-Style Puffer
39,2026-05-08 07:14:07.402610,landing_page_view,Retro Nuptse-Style Puffer
40,2026-05-24 21:55:28.258152,landing_page_view,Super Saiyan Heavyweight Hoodie
41,2026-05-28 03:29:07.552014,landing_page_view,Mecha Box Logo Hoodie
41,2026-05-28 03:30:12.552014,viewed_item,Mecha Box Logo Hoodie
42,2026-05-14 12:47:23.449171,landing_page_view,Cyberpunk Cargo Pants
42,2026-05-14 12:51:23.449171,viewed_item,Cyberpunk Cargo Pants
42,2026-05-14 12:55:39.449171,added_to_cart,Cyberpunk Cargo Pants
42,2026-05-14 12:59:57.449171,initiated_checkout,Cyberpunk Cargo Pants
42,2026-05-14 13:04:41.449171,completed_purchase,Cyberpunk Cargo Pants
43,2026-05-21 17:15:22.564578,landing_page_view,Ghost in the Shell Balaclava
43,2026-05-21 17:20:25.564578,viewed_item,Ghost in the Shell Balaclava
43,2026-05-21 17:23:28.564578,added_to_cart,Ghost in the Shell Balaclava
43,2026-05-21 17:25:05.564578,initiated_checkout,Ghost in the Shell Balaclava
43,2026-05-21 17:29:37.564578,completed_purchase,Ghost in the Shell Balaclava
44,2026-05-19 13:38:52.009531,landing_page_view,Mecha Box Logo Hoodie
45,2026-05-10 04:53:32.823281,landing_page_view,Akira Baggy Joggers
45,2026-05-10 04:57:39.823281,viewed_item,Akira Baggy Joggers
45,2026-05-10 05:02:54.823281,added_to_cart,Akira Baggy Joggers
46,2026-05-25 01:05:33.530516,landing_page_view,Mecha Box Logo Hoodie
46,2026-05-25 01:11:09.530516,viewed_item,Mecha Box Logo Hoodie
47,2026-05-24 18:39:49.075848,landing_page_view,Vagabond Distressed Bucket Hat
47,2026-05-24 18:43:04.075848,viewed_item,Vagabond Distressed Bucket Hat
48,2026-05-15 12:01:21.830056,landing_page_view,Akira Baggy Joggers
48,2026-05-15 12:02:21.830056,viewed_item,Akira Baggy Joggers
48,2026-05-15 12:07:00.830056,added_to_cart,Akira Baggy Joggers
48,2026-05-15 12:12:06.830056,initiated_checkout,Akira Baggy Joggers
49,2026-05-28 01:59:19.568242,landing_page_view,Retro Nuptse-Style Puffer
49,2026-05-28 02:01:42.568242,viewed_item,Retro Nuptse-Style Puffer
49,2026-05-28 02:04:52.568242,added_to_cart,Retro Nuptse-Style Puffer
49,2026-05-28 02:09:45.568242,initiated_checkout,Retro Nuptse-Style Puffer
49,2026-05-28 02:15:30.568242,completed_purchase,Retro Nuptse-Style Puffer
50,2026-05-07 09:41:57.478131,landing_page_view,Super Saiyan Heavyweight Hoodie
50,2026-05-07 09:45:56.478131,viewed_item,Super Saiyan Heavyweight Hoodie
50,2026-05-07 09:47:52.478131,added_to_cart,Super Saiyan Heavyweight Hoodie
51,2026-05-16 13:04:55.790604,landing_page_view,Shinobi Compression Tee
52,2026-05-14 19:41:34.341392,landing_page_view,Neo-Tokyo Reflective Windbreaker
52,2026-05-14 19:45:06.341392,viewed_item,Neo-Tokyo Reflective Windbreaker
52,2026-05-14 19:49:22.341392,added_to_cart,Neo-Tokyo Reflective Windbreaker
52,2026-05-14 19:50:27.341392,initiated_checkout,Neo-Tokyo Reflective Windbreaker
53,2026-05-28 04:30:28.039367,landing_page_view,Neo-Tokyo Reflective Windbreaker
53,2026-05-28 04:33:08.039367,viewed_item,Neo-Tokyo Reflective Windbreaker
54,2026-05-24 19:12:46.446399,landing_page_view,Ghost in the Shell Balaclava
54,2026-05-24 19:17:46.446399,viewed_item,Ghost in the Shell Balaclava
55,2026-05-24 07:49:06.460704,landing_page_view,Vagabond Distressed Bucket Hat
55,2026-05-24 07:54:15.460704,viewed_item,Vagabond Distressed Bucket Hat
55,2026-05-24 07:58:23.460704,added_to_cart,Vagabond Distressed Bucket Hat
55,2026-05-24 07:59:42.460704,initiated_checkout,Vagabond Distressed Bucket Hat
55,2026-05-24 08:03:39.460704,completed_purchase,Vagabond Distressed Bucket Hat
56,2026-05-19 22:07:09.108341,landing_page_view,EVA-01 Oversized Work Jacket
56,2026-05-19 22:11:48.108341,viewed_item,EVA-01 Oversized Work Jacket
56,2026-05-19 22:14:47.108341,added_to_cart,EVA-01 Oversized Work Jacket
56,2026-05-19 22:17:42.108341,initiated_checkout,EVA-01 Oversized Work Jacket
57,2026-06-01 09:51:55.923508,landing_page_view,Super Saiyan Heavyweight Hoodie
57,2026-06-01 09:54:42.923508,viewed_item,Super Saiyan Heavyweight Hoodie
58,2026-05-12 12:35:12.720230,landing_page_view,Vagabond Distressed Bucket Hat
58,2026-05-12 12:37:29.720230,viewed_item,Vagabond Distressed Bucket Hat
59,2026-05-18 15:41:35.530784,landing_page_view,Ghost in the Shell Balaclava
59,2026-05-18 15:45:49.530784,viewed_item,Ghost in the Shell Balaclava
60,2026-05-16 00:37:06.393969,landing_page_view,Vagabond Distressed Bucket Hat
60,2026-05-16 00:39:20.393969,viewed_item,Vagabond Distressed Bucket Hat
61,2026-05-20 06:15:54.739639,landing_page_view,Retro Nuptse-Style Puffer
61,2026-05-20 06:19:35.739639,viewed_item,Retro Nuptse-Style Puffer
61,2026-05-20 06:25:00.739639,added_to_cart,Retro Nuptse-Style Puffer
61,2026-05-20 06:30:21.739639,initiated_checkout,Retro Nuptse-Style Puffer
62,2026-05-22 19:34:33.097427,landing_page_view,Vagabond Distressed Bucket Hat
63,2026-06-05 17:39:44.482776,landing_page_view,Neo-Tokyo Reflective Windbreaker
63,2026-06-05 17:43:30.482776,viewed_item,Neo-Tokyo Reflective Windbreaker
64,2026-05-11 03:51:18.850466,landing_page_view,Shadow Clone Graphic Tee
65,2026-05-17 16:29:48.924359,landing_page_view,Vagabond Distressed Bucket Hat
65,2026-05-17 16:31:21.924359,viewed_item,Vagabond Distressed Bucket Hat
65,2026-05-17 16:37:04.924359,added_to_cart,Vagabond Distressed Bucket Hat
66,2026-05-18 04:13:14.327275,landing_page_view,Cyberpunk Cargo Pants
66,2026-05-18 04:16:53.327275,viewed_item,Cyberpunk Cargo Pants
67,2026-05-12 10:14:50.267280,landing_page_view,Capsule Corp Canvas Tote
67,2026-05-12 10:20:09.267280,viewed_item,Capsule Corp Canvas Tote
68,2026-05-11 21:12:59.982565,landing_page_view,Cyberpunk Cargo Pants
68,2026-05-11 21:15:25.982565,viewed_item,Cyberpunk Cargo Pants
69,2026-05-10 17:52:43.685665,landing_page_view,Ghost in the Shell Balaclava
70,2026-05-11 14:02:35.620853,landing_page_view,Neo-Tokyo Reflective Windbreaker
70,2026-05-11 14:05:53.620853,viewed_item,Neo-Tokyo Reflective Windbreaker
71,2026-05-27 02:41:00.504642,landing_page_view,Super Saiyan Heavyweight Hoodie
71,2026-05-27 02:45:28.504642,viewed_item,Super Saiyan Heavyweight Hoodie
72,2026-05-11 20:20:39.067604,landing_page_view,Retro Nuptse-Style Puffer
72,2026-05-11 20:23:21.067604,viewed_item,Retro Nuptse-Style Puffer
73,2026-06-02 08:20:43.605988,landing_page_view,Hokage Denim Jacket
73,2026-06-02 08:22:35.605988,viewed_item,Hokage Denim Jacket
74,2026-05-13 19:09:50.602112,landing_page_view,Neo-Tokyo Reflective Windbreaker
74,2026-05-13 19:14:29.602112,viewed_item,Neo-Tokyo Reflective Windbreaker
74,2026-05-13 19:15:58.602112,added_to_cart,Neo-Tokyo Reflective Windbreaker
74,2026-05-13 19:20:54.602112,initiated_checkout,Neo-Tokyo Reflective Windbreaker
74,2026-05-13 19:26:06.602112,completed_purchase,Neo-Tokyo Reflective Windbreaker
75,2026-06-01 04:03:52.410839,landing_page_view,Cyberpunk Cargo Pants
75,2026-06-01 04:05:49.410839,viewed_item,Cyberpunk Cargo Pants
76,2026-05-09 12:32:26.102178,landing_page_view,Cyberpunk Cargo Pants
76,2026-05-09 12:37:55.102178,viewed_item,Cyberpunk Cargo Pants
77,2026-05-16 16:32:37.876774,landing_page_view,Retro Nuptse-Style Puffer
78,2026-05-18 14:56:28.787826,landing_page_view,Akira Baggy Joggers
79,2026-05-23 00:34:36.096364,landing_page_view,Shadow Clone Graphic Tee
79,2026-05-23 00:39:15.096364,viewed_item,Shadow Clone Graphic Tee
80,2026-06-05 08:36:06.783088,landing_page_view,Capsule Corp Canvas Tote
81,2026-05-20 07:59:23.917175,landing_page_view,Akira Baggy Joggers
82,2026-05-19 19:00:40.609836,landing_page_view,Neo-Tokyo Reflective Windbreaker
83,2026-05-15 09:46:47.711509,landing_page_view,Super Saiyan Heavyweight Hoodie
83,2026-05-15 09:50:15.711509,viewed_item,Super Saiyan Heavyweight Hoodie
84,2026-05-19 08:46:55.964544,landing_page_view,Neo-Tokyo Reflective Windbreaker
84,2026-05-19 08:52:00.964544,viewed_item,Neo-Tokyo Reflective Windbreaker
85,2026-06-04 10:51:55.498087,landing_page_view,Retro Nuptse-Style Puffer
85,2026-06-04 10:55:29.498087,viewed_item,Retro Nuptse-Style Puffer
85,2026-06-04 10:59:55.498087,added_to_cart,Retro Nuptse-Style Puffer
85,2026-06-04 11:01:08.498087,initiated_checkout,Retro Nuptse-Style Puffer
86,2026-06-05 10:01:43.317647,landing_page_view,Vagabond Distressed Bucket Hat
87,2026-05-23 19:01:32.113617,landing_page_view,Vagabond Distressed Bucket Hat
88,2026-05-21 19:05:07.381012,landing_page_view,Mecha Box Logo Hoodie
89,2026-05-29 08:16:23.651191,landing_page_view,Cyberpunk Cargo Pants
90,2026-05-20 16:57:57.995347,landing_page_view,Ghost in the Shell Balaclava
91,2026-05-20 06:12:24.150183,landing_page_view,Retro Nuptse-Style Puffer
91,2026-05-20 06:17:10.150183,viewed_item,Retro Nuptse-Style Puffer
91,2026-05-20 06:20:03.150183,added_to_cart,Retro Nuptse-Style Puffer
91,2026-05-20 06:25:01.150183,initiated_checkout,Retro Nuptse-Style Puffer
91,2026-05-20 06:27:40.150183,completed_purchase,Retro Nuptse-Style Puffer
92,2026-05-28 04:08:29.678828,landing_page_view,Vagabond Distressed Bucket Hat
92,2026-05-28 04:09:34.678828,viewed_item,Vagabond Distressed Bucket Hat
93,2026-06-05 03:52:54.116532,landing_page_view,Capsule Corp Canvas Tote
93,2026-06-05 03:56:15.116532,viewed_item,Capsule Corp Canvas Tote
93,2026-06-05 04:00:32.116532,added_to_cart,Capsule Corp Canvas Tote
93,2026-06-05 04:04:48.116532,initiated_checkout,Capsule Corp Canvas Tote
93,2026-06-05 04:06:18.116532,completed_purchase,Capsule Corp Canvas Tote
94,2026-06-02 19:22:46.540477,landing_page_view,Hokage Denim Jacket
94,2026-06-02 19:25:27.540477,viewed_item,Hokage Denim Jacket
95,2026-05-27 00:12:23.401785,landing_page_view,Chidri Track Pants
95,2026-05-27 00:17:32.401785,viewed_item,Chidri Track Pants
95,2026-05-27 00:19:40.401785,added_to_cart,Chidri Track Pants
95,2026-05-27 00:24:22.401785,initiated_checkout,Chidri Track Pants
96,2026-05-12 12:45:12.411499,landing_page_view,Retro Nuptse-Style Puffer
96,2026-05-12 12:47:01.411499,viewed_item,Retro Nuptse-Style Puffer
96,2026-05-12 12:49:20.411499,added_to_cart,Retro Nuptse-Style Puffer
96,2026-05-12 12:50:57.411499,initiated_checkout,Retro Nuptse-Style Puffer
97,2026-05-27 00:40:32.174797,landing_page_view,Neo-Tokyo Reflective Windbreaker
97,2026-05-27 00:44:57.174797,viewed_item,Neo-Tokyo Reflective Windbreaker
98,2026-05-08 17:09:52.847428,landing_page_view,Shadow Clone Graphic Tee
98,2026-05-08 17:11:36.847428,viewed_item,Shadow Clone Graphic Tee
99,2026-05-18 08:11:30.485990,landing_page_view,Chidri Track Pants
99,2026-05-18 08:12:52.485990,viewed_item,Chidri Track Pants
99,2026-05-18 08:18:19.485990,added_to_cart,Chidri Track Pants
100,2026-05-19 14:55:07.715303,landing_page_view,Hokage Denim Jacket
100,2026-05-19 14:59:30.715303,viewed_item,Hokage Denim Jacket
100,2026-05-19 15:04:15.715303,added_to_cart,Hokage Denim Jacket
100,2026-05-19 15:06:42.715303,initiated_checkout,Hokage Denim Jacket
101,2026-05-19 07:56:01.279498,landing_page_view,Hokage Denim Jacket
102,2026-05-24 11:41:12.356768,landing_page_view,Super Saiyan Heavyweight Hoodie
103,2026-06-02 23:56:03.175927,landing_page_view,Cyberpunk Cargo Pants
104,2026-05-22 22:17:53.325258,landing_page_view,EVA-01 Oversized Work Jacket
105,2026-05-27 07:27:48.833289,landing_page_view,Vagabond Distressed Bucket Hat
105,2026-05-27 07:33:27.833289,viewed_item,Vagabond Distressed Bucket Hat
106,2026-05-30 07:47:57.566768,landing_page_view,Mecha Box Logo Hoodie
106,2026-05-30 07:52:10.566768,viewed_item,Mecha Box Logo Hoodie
107,2026-05-12 17:12:12.950318,landing_page_view,Neo-Tokyo Reflective Windbreaker
107,2026-05-12 17:15:47.950318,viewed_item,Neo-Tokyo Reflective Windbreaker
108,2026-05-07 13:34:58.733512,landing_page_view,Retro Nuptse-Style Puffer
108,2026-05-07 13:39:33.733512,viewed_item,Retro Nuptse-Style Puffer
109,2026-05-25 05:44:48.387056,landing_page_view,Cursed Energy Knit Sweater
109,2026-05-25 05:45:53.387056,viewed_item,Cursed Energy Knit Sweater
110,2026-05-23 00:50:18.091161,landing_page_view,Cyberpunk Cargo Pants
110,2026-05-23 00:55:41.091161,viewed_item,Cyberpunk Cargo Pants
111,2026-05-13 04:47:48.912877,landing_page_view,Hokage Denim Jacket
111,2026-05-13 04:53:09.912877,viewed_item,Hokage Denim Jacket
112,2026-05-20 22:05:23.653734,landing_page_view,Cursed Energy Knit Sweater
112,2026-05-20 22:07:10.653734,viewed_item,Cursed Energy Knit Sweater
112,2026-05-20 22:12:58.653734,added_to_cart,Cursed Energy Knit Sweater
112,2026-05-20 22:15:10.653734,initiated_checkout,Cursed Energy Knit Sweater
112,2026-05-20 22:17:57.653734,completed_purchase,Cursed Energy Knit Sweater
113,2026-05-31 14:57:55.184377,landing_page_view,Ghost in the Shell Balaclava
113,2026-05-31 15:03:13.184377,viewed_item,Ghost in the Shell Balaclava
114,2026-05-29 21:43:37.827169,landing_page_view,Retro Nuptse-Style Puffer
114,2026-05-29 21:46:37.827169,viewed_item,Retro Nuptse-Style Puffer
115,2026-05-22 05:08:59.324519,landing_page_view,Neo-Tokyo Reflective Windbreaker
115,2026-05-22 05:13:05.324519,viewed_item,Neo-Tokyo Reflective Windbreaker
115,2026-05-22 05:14:41.324519,added_to_cart,Neo-Tokyo Reflective Windbreaker
115,2026-05-22 05:18:11.324519,initiated_checkout,Neo-Tokyo Reflective Windbreaker
116,2026-05-21 09:08:14.910619,landing_page_view,EVA-01 Oversized Work Jacket
116,2026-05-21 09:12:21.910619,viewed_item,EVA-01 Oversized Work Jacket
116,2026-05-21 09:13:46.910619,added_to_cart,EVA-01 Oversized Work Jacket
117,2026-05-18 05:32:15.612800,landing_page_view,Shadow Clone Graphic Tee
117,2026-05-18 05:35:20.612800,viewed_item,Shadow Clone Graphic Tee
117,2026-05-18 05:37:27.612800,added_to_cart,Shadow Clone Graphic Tee
117,2026-05-18 05:43:15.612800,initiated_checkout,Shadow Clone Graphic Tee
118,2026-05-17 12:22:15.941448,landing_page_view,Shadow Clone Graphic Tee
119,2026-05-21 16:02:42.121994,landing_page_view,Hokage Denim Jacket
119,2026-05-21 16:06:37.121994,viewed_item,Hokage Denim Jacket
120,2026-05-13 18:24:35.001227,landing_page_view,Neo-Tokyo Reflective Windbreaker
120,2026-05-13 18:26:23.001227,viewed_item,Neo-Tokyo Reflective Windbreaker
120,2026-05-13 18:29:03.001227,added_to_cart,Neo-Tokyo Reflective Windbreaker
121,2026-05-30 12:59:56.574723,landing_page_view,Chidri Track Pants
121,2026-05-30 13:01:56.574723,viewed_item,Chidri Track Pants
121,2026-05-30 13:06:24.574723,added_to_cart,Chidri Track Pants
122,2026-05-21 21:49:51.404679,landing_page_view,Neo-Tokyo Reflective Windbreaker
122,2026-05-21 21:51:34.404679,viewed_item,Neo-Tokyo Reflective Windbreaker
122,2026-05-21 21:54:33.404679,added_to_cart,Neo-Tokyo Reflective Windbreaker
122,2026-05-21 21:58:23.404679,initiated_checkout,Neo-Tokyo Reflective Windbreaker
123,2026-05-18 08:39:08.973174,landing_page_view,Super Saiyan Heavyweight Hoodie
124,2026-05-15 22:26:14.871113,landing_page_view,Hokage Denim Jacket
124,2026-05-15 22:27:24.871113,viewed_item,Hokage Denim Jacket
124,2026-05-15 22:31:02.871113,added_to_cart,Hokage Denim Jacket
124,2026-05-15 22:37:00.871113,initiated_checkout,Hokage Denim Jacket
124,2026-05-15 22:40:28.871113,completed_purchase,Hokage Denim Jacket
125,2026-05-21 10:22:04.585996,landing_page_view,Ghost in the Shell Balaclava
125,2026-05-21 10:25:36.585996,viewed_item,Ghost in the Shell Balaclava
126,2026-05-14 20:07:57.705507,landing_page_view,Cursed Energy Knit Sweater
126,2026-05-14 20:10:58.705507,viewed_item,Cursed Energy Knit Sweater
126,2026-05-14 20:12:12.705507,added_to_cart,Cursed Energy Knit Sweater
126,2026-05-14 20:17:49.705507,initiated_checkout,Cursed Energy Knit Sweater
126,2026-05-14 20:19:37.705507,completed_purchase,Cursed Energy Knit Sweater
127,2026-05-18 18:54:11.120605,landing_page_view,Mecha Box Logo Hoodie
128,2026-05-18 09:37:00.141951,landing_page_view,Hokage Denim Jacket
128,2026-05-18 09:39:37.141951,viewed_item,Hokage Denim Jacket
129,2026-05-23 15:33:25.322059,landing_page_view,Capsule Corp Canvas Tote
129,2026-05-23 15:35:19.322059,viewed_item,Capsule Corp Canvas Tote
129,2026-05-23 15:37:40.322059,added_to_cart,Capsule Corp Canvas Tote
129,2026-05-23 15:42:24.322059,initiated_checkout,Capsule Corp Canvas Tote
129,2026-05-23 15:46:42.322059,completed_purchase,Capsule Corp Canvas Tote
130,2026-05-08 22:13:56.324736,landing_page_view,Super Saiyan Heavyweight Hoodie
130,2026-05-08 22:17:12.324736,viewed_item,Super Saiyan Heavyweight Hoodie
131,2026-05-08 05:30:42.454888,landing_page_view,Super Saiyan Heavyweight Hoodie
131,2026-05-08 05:32:24.454888,viewed_item,Super Saiyan Heavyweight Hoodie
132,2026-05-15 07:03:34.823335,landing_page_view,Cyberpunk Cargo Pants
132,2026-05-15 07:09:22.823335,viewed_item,Cyberpunk Cargo Pants
133,2026-05-15 14:19:28.658761,landing_page_view,Cursed Energy Knit Sweater
134,2026-06-05 13:01:09.962856,landing_page_view,Hokage Denim Jacket
134,2026-06-05 13:05:16.962856,viewed_item,Hokage Denim Jacket
134,2026-06-05 13:06:56.962856,added_to_cart,Hokage Denim Jacket
135,2026-05-28 06:35:21.721014,landing_page_view,Retro Nuptse-Style Puffer
136,2026-05-13 13:15:43.269725,landing_page_view,Mecha Box Logo Hoodie
136,2026-05-13 13:17:12.269725,viewed_item,Mecha Box Logo Hoodie
136,2026-05-13 13:18:53.269725,added_to_cart,Mecha Box Logo Hoodie
137,2026-05-20 03:14:12.274926,landing_page_view,Vagabond Distressed Bucket Hat
138,2026-05-12 02:43:29.536152,landing_page_view,Neo-Tokyo Reflective Windbreaker
138,2026-05-12 02:47:44.536152,viewed_item,Neo-Tokyo Reflective Windbreaker
139,2026-05-09 10:48:57.356300,landing_page_view,Akira Baggy Joggers
139,2026-05-09 10:54:44.356300,viewed_item,Akira Baggy Joggers
140,2026-05-28 12:55:03.862883,landing_page_view,Shinobi Compression Tee
140,2026-05-28 12:59:24.862883,viewed_item,Shinobi Compression Tee
141,2026-05-27 11:51:02.837848,landing_page_view,Capsule Corp Canvas Tote
141,2026-05-27 11:56:39.837848,viewed_item,Capsule Corp Canvas Tote
142,2026-05-31 15:16:52.433270,landing_page_view,Akira Baggy Joggers
142,2026-05-31 15:20:27.433270,viewed_item,Akira Baggy Joggers
143,2026-05-07 08:03:14.330277,landing_page_view,Cursed Energy Knit Sweater
144,2026-05-17 02:52:53.744148,landing_page_view,Retro Nuptse-Style Puffer
144,2026-05-17 02:54:13.744148,viewed_item,Retro Nuptse-Style Puffer
144,2026-05-17 02:58:58.744148,added_to_cart,Retro Nuptse-Style Puffer
145,2026-05-26 16:08:09.174266,landing_page_view,Chidri Track Pants
146,2026-05-08 22:56:43.562432,landing_page_view,Mecha Box Logo Hoodie
146,2026-05-08 23:00:38.562432,viewed_item,Mecha Box Logo Hoodie
147,2026-05-18 22:07:14.324818,landing_page_view,Capsule Corp Canvas Tote
147,2026-05-18 22:11:14.324818,viewed_item,Capsule Corp Canvas Tote
148,2026-05-09 16:27:14.441615,landing_page_view,Capsule Corp Canvas Tote
148,2026-05-09 16:30:53.441615,viewed_item,Capsule Corp Canvas Tote
148,2026-05-09 16:35:34.441615,added_to_cart,Capsule Corp Canvas Tote
148,2026-05-09 16:37:28.441615,initiated_checkout,Capsule Corp Canvas Tote
149,2026-05-06 22:56:55.296397,landing_page_view,Chidri Track Pants
150,2026-05-28 23:00:18.983509,landing_page_view,Chidri Track Pants
151,2026-05-18 03:30:51.548463,landing_page_view,Hokage Denim Jacket
151,2026-05-18 03:34:05.548463,viewed_item,Hokage Denim Jacket
151,2026-05-18 03:35:32.548463,added_to_cart,Hokage Denim Jacket
152,2026-05-09 21:00:42.035645,landing_page_view,Chidri Track Pants
153,2026-05-24 20:53:26.368680,landing_page_view,Akira Baggy Joggers
153,2026-05-24 20:54:46.368680,viewed_item,Akira Baggy Joggers
154,2026-05-15 02:24:24.388409,landing_page_view,EVA-01 Oversized Work Jacket
154,2026-05-15 02:30:07.388409,viewed_item,EVA-01 Oversized Work Jacket
154,2026-05-15 02:32:17.388409,added_to_cart,EVA-01 Oversized Work Jacket
155,2026-05-07 19:57:26.626962,landing_page_view,Shadow Clone Graphic Tee
156,2026-05-14 22:27:52.526334,landing_page_view,Retro Nuptse-Style Puffer
