user_id,join_date,device_type,traffic_source
146,2026-05-08 22:56:43.562432,Desktop,Organic
147,2026-05-18 22:07:14.324818,Tablet,Direct
148,2026-05-09 16:27:14.441615,Desktop,Organic
149,2026-05-06 22:56:55.296397,Desktop,Direct
150,2026-05-28 23:00:18.983509,Tablet,Paid Social
151,2026-05-18 03:30:51.548463,Mobile,Organic
152,2026-05-09 21:00:42.035645,Mobile,Paid Social
153,2026-05-24 20:53:26.368680,Mobile,Organic
154,2026-05-15 02:24:24.388409,Tablet,Paid Social
155,2026-05-07 19:57:26.626962,Desktop,Direct
156,2026-05-14 22:27:52.526334,Mobile,Direct
157,2026-06-04 15:51:08.109258,Tablet,Organic
158,2026-05-18 13:56:10.189570,Tablet,Email
159,2026-06-01 02:28:34.942798,Mobile,Direct
160,2026-05-19 10:06:18.731981,Desktop,Direct
161,2026-05-18 17:33:38.631452,Tablet,Organic
162,2026-05-31 22:16:07.024060,Tablet,Direct
163,2026-05-28 02:00:25.818426,Mobile,Direct
164,2026-05-14 10:02:37.836701,Desktop,Email
165,2026-05-11 16:38:47.997796,Mobile,Email
166,2026-05-11 01:48:40.958671,Mobile,Email
167,2026-05-31 08:04:12.063402,Tablet,Paid Social
168,2026-05-25 14:24:35.117357,Mobile,Paid Social
169,2026-05-11 17:53:54.684281,Desktop,Organic
170,2026-05-12 10:09:27.679314,Desktop,Email
171,2026-05-29 06:15:00.055603,Desktop,Direct
172,2026-05-20 22:39:44.115619,Desktop,Direct
173,2026-05-13 08:46:34.425757,Tablet,Organic
174,2026-05-31 21:49:49.392994,Desktop,Direct
175,2026-05-29 18:15:29.531150,Mobile,Paid Social
176,2026-05-09 16:19:08.199527,Mobile,Paid Social
177,2026-05-21 16:11:34.290524,Desktop,Paid Social
178,2026-05-23 11:40:47.064318,Desktop,Email
179,2026-06-03 21:33:54.319039,Mobile,Organic
180,2026-06-05 11:27:41.087379,Desktop,Email
181,2026-05-20 02:38:34.762498,Mobile,Organic
182,2026-05-22 05:35:01.328363,Tablet,Paid Social
183,2026-05-19 02:28:35.386334,Tablet,Organic
184,2026-05-08 21:18:47.573981,Mobile,Paid Social
185,2026-05-19 03:17:30.522785,Tablet,Email
186,2026-05-18 23:01:55.951626,Desktop,Paid Social
187,2026-06-05 10:50:31.780989,Mobile,Organic
188,2026-05-22 03:08:30.309145,Desktop,Email
189,2026-05-31 19:16:53.692753,Desktop,Paid Social
190,2026-05-22 17:32:27.100659,Mobile,Paid Social
191,2026-05-17 16:11:40.516125,Desktop,Email
192,2026-05-15 00:31:21.741556,Desktop,Organic
193,2026-05-14 01:59:44.677227,Tablet,Organic
194,2026-05-10 07:08:19.280501,Tablet,Direct
195,2026-05-26 21:11:02.252662,Tablet,Direct
196,2026-05-26 17:50:49.225681,Mobile,Organic
197,2026-05-20 10:29:46.232355,Tablet,Email
198,2026-05-17 06:09:17.246102,Mobile,Direct
199,2026-06-01 17:56:02.383593,Tablet,Email
200,2026-05-09 20:16:00.545907,Tablet,Organic
201,2026-05-11 13:09:42.452959,Mobile,Direct
202,2026-05-18 03:43:58.495078,Mobile,Email
203,2026-05-17 21:51:01.967962,Tablet,Direct
204,2026-05-21 01:33:29.523100,Desktop,Email
205,2026-06-05 07:17:02.791898,Mobile,Direct
206,2026-06-04 04:17:51.340673,Desktop,Direct
207,2026-05-08 03:41:35.701859,Desktop,Direct
208,2026-06-01 07:39:55.960809,Tablet,Paid Social
209,2026-05-23 21:00:51.697860,Desktop,Email
210,2026-05-09 18:33:44.257180,Mobile,Direct
211,2026-05-15 22:27:46.917463,Tablet,Direct
212,2026-05-12 07:42:04.155195,Tablet,Email
213,2026-05-10 02:29:53.301804,Tablet,Direct
214,2026-06-01 22:50:50.608395,Mobile,Organic
215,2026-06-03 20:31:02.212258,Desktop,Direct
216,2026-05-29 14:09:37.533678,Desktop,Organic
217,2026-05-27 12:50:42.998897,Tablet,Direct
218,2026-05-24 08:11:18.980281,Desktop,Paid Social
219,2026-06-01 18:42:14.960905,Mobile,Direct
220,2026-05-22 23:40:23.111367,Desktop,Paid Social
221,2026-05-24 10:53:36.691561,Desktop,Direct
222,2026-05-16 22:17:57.543519,Tablet,Organic
223,2026-05-23 21:23:05.538218,Tablet,Paid Social
224,2026-05-16 12:26:14.641723,Mobile,Email
225,2026-06-04 16:26:34.576020,Tablet,Direct
226,2026-05-28 15:11:05.116659,Mobile,Paid Social
227,2026-05-10 19:57:41.298580,Desktop,Organic
228,2026-05-18 11:57:26.772430,Mobile,Direct
229,2026-05-22 18:28:40.832312,Mobile,Organic
230,2026-05-30 07:58:35.194210,Tablet,Organic
231,2026-05-25 19:15:50.414921,Tablet,Paid Social
232,2026-05-07 03:01:41.899492,Mobile,Organic
233,2026-05-18 21:18:23.661711,Tablet,Paid Social
234,2026-06-04 07:08:59.345925,Desktop,Paid Social
235,2026-05-21 03:52:24.783364,Mobile,Direct
236,2026-06-03 02:37:21.138055,Mobile,Direct
237,2026-05-26 00:27:18.368903,Desktop,Direct
238,2026-05-08 14:26:29.642979,Desktop,Direct
239,2026-05-24 14:48:23.530262,Desktop,Paid Social
240,2026-05-08 14:07:03.891533,Tablet,Direct
241,2026-05-22 18:45:16.950664,Tablet,Direct
242,2026-05-28 02:20:52.943024,Desktop,Paid Social
243,2026-05-27 02:41:09.325205,Mobile,Organic
244,2026-05-19 12:41:05.543391,Tablet,Email
245,2026-05-10 06:22:52.700917,Tablet,Organic
246,2026-05-27 05:36:20.882157,Desktop,Email
247,2026-05-30 22:29:10.304391,Mobile,Direct
248,2026-05-24 01:56:20.172190,Tablet,Email
249,2026-05-07 17:19:24.239788,Mobile,Paid Social
250,2026-05-22 12:05:26.173722,Mobile,Paid Social
251,2026-05-28 19:31:40.694834,Tablet,Direct
252,2026-05-16 20:59:53.574527,Desktop,Organic
253,2026-05-08 22:07:53.297008,Mobile,Email
254,2026-05-30 22:22:15.151817,Mobile,Organic
255,2026-05-17 08:11:19.829756,Tablet,Direct
256,2026-05-24 20:16:10.474556,Tablet,Direct
257,2026-05-24 23:17:01.415709,Desktop,Organic
258,2026-05-17 18:00:26.623019,Tablet,Paid Social
259,2026-05-20 07:45:35.617214,Desktop,Organic
260,2026-05-14 18:28:17.880775,Mobile,Email
261,2026-05-22 20:18:16.655191,Mobile,Organic
262,2026-05-20 00:15:54.303251,Desktop,Organic
263,2026-05-15 06:08:55.475971,Desktop,Direct
264,2026-05-23 02:47:12.213339,Tablet,Email
265,2026-05-20 11:58:17.351670,Mobile,Paid Social
266,2026-06-03 20:56:30.544222,Tablet,Email
267,2026-05-12 15:13:25.236470,Mobile,Organic
268,2026-05-08 05:59:34.707417,Desktop,Email
269,2026-05-24 23:45:50.799054,Mobile,Direct
270,2026-05-18 23:09:22.343677,Desktop,Email
271,2026-05-14 17:35:06.244042,Mobile,Paid Social
272,2026-05-17 20:34:16.461928,Desktop,Paid Social
273,2026-05-15 07:30:15.918628,Desktop,Paid Social
274,2026-05-17 08:23:26.010713,Tablet,Email
275,2026-05-21 08:56:04.833230,Mobile,Email
276,2026-05-18 08:12:46.705863,Desktop,Email
277,2026-05-13 22:21:02.347182,Tablet,Direct
278,2026-05-22 08:52:25.503669,Mobile,Email
279,2026-05-22 21:50:07.197362,Desktop,Paid Social
280,2026-05-08 03:32:19.080073,Mobile,Email
281,2026-06-04 21:33:53.035538,Desktop,Email
282,2026-05-17 00:15:40.244277,Tablet,Direct
283,2026-05-12 20:18:33.085669,Desktop,Direct
284,2026-05-06 20:21:35.661801,Mobile,Email
285,2026-05-13 13:21:17.766797,Desktop,Email
286,2026-05-11 23:42:33.548418,Mobile,Paid Social
287,2026-05-25 14:58:22.400339,Tablet,Direct
288,2026-05-08 10:52:01.797214,Mobile,Email
289,2026-05-29 08:53:16.115735,Mobile,Organic
290,2026-05-08 23:57:41.468195,Desktop,Organic
291,2026-05-15 23:37:55.235075,Mobile,Direct
292,2026-05-25 18:40:04.536385,Tablet,Email
293,2026-06-01 22:20:58.656126,Tablet,Organic
294,2026-05-25 20:05:20.621823,Tablet,Paid Social
295,2026-06-01 05:38:05.104869,Desktop,Paid Social
296,2026-05-24 10:11:25.798755,Desktop,Direct
297,2026-05-27 04:26:23.054061,Tablet,Paid Social
298,2026-05-19 18:41:37.223919,Desktop,Email
299,2026-05-13 23:03:10.836045,Tablet,Email
300,2026-06-04 23:30:05.073486,Mobile,Paid Social
301,2026-06-03 22:24:14.797360,Mobile,Organic
302,2026-05-13 19:14:00.092478,Desktop,Organic
303,2026-06-03 20:55:27.345294,Mobile,Direct
304,2026-06-01 09:17:09.648681,Desktop,Email
305,2026-05-31 11:39:31.122343,Desktop,Email
306,2026-05-13 17:19:57.522717,Desktop,Paid Social
307,2026-05-16 11:11:41.048362,Mobile,Paid Social
308,2026-06-04 18:07:12.953482,Desktop,Organic
309,2026-05-25 10:34:46.534481,Desktop,Direct
310,2026-05-18 16:38:14.262948,Desktop,Organic
311,2026-05-29 20:00:43.216912,Mobile,Email
312,2026-05-12 06:44:00.020921,Tablet,Email
313,2026-05-13 23:06:20.214470,Tablet,Organic
314,2026-06-03 15:22:50.772912,Tablet,Organic
315,2026-05-20 19:15:53.046210,Desktop,Organic
316,2026-05-07 14:30:36.387392,Desktop,Paid Social
317,2026-05-20 23:11:31.140884,Desktop,Email
318,2026-05-11 07:22:55.668204,Mobile,Paid Social
319,2026-05-18 10:29:55.317023,Tablet,Direct
320,2026-06-04 00:52:09.807441,Tablet,Organic
321,2026-05-21 12:21:02.620697,Mobile,Direct
322,2026-05-10 13:54:14.963258,Desktop,Email
323,2026-05-23 13:21:37.722899,Tablet,Organic
324,2026-06-05 19:06:09.938633,Tablet,Email
325,2026-05-26 18:37:14.353358,Mobile,Organic
326,2026-05-27 18:08:58.127387,Tablet,Direct
327,2026-05-14 16:40:22.638800,Desktop,Email
328,2026-06-01 05:39:13.449854,Mobile,Email
329,2026-05-10 17:08:19.915708,Tablet,Paid Social
330,2026-05-30 02:01:02.929400,Tablet,Email
331,2026-05-13 02:00:48.038569,Desktop,Email
332,2026-05-23 15:15:21.186327,Tablet,Email
333,2026-05-11 08:49:13.127603,Mobile,Email
334,2026-05-26 11:39:08.016506,Desktop,Email
335,2026-06-04 11:09:39.106794,Mobile,Email
336,2026-05-11 19:16:02.381363,Desktop,Organic
337,2026-05-14 22:40:51.295523,Mobile,Paid Social
338,2026-05-09 07:43:42.278830,Mobile,Direct
339,2026-05-30 22:40:23.454373,Mobile,Email
340,2026-05-10 03:50:59.306450,Tablet,Paid Social
341,2026-05-10 21:10:46.388869,Tablet,Paid Social
342,2026-06-04 08:48:09.308922,Mobile,Direct
343,2026-05-29 18:36:02.279291,Tablet,Organic
344,2026-05-31 02:38:44.010274,Desktop,Email
345,2026-05-12 03:36:48.174957,Mobile,Organic
346,2026-05-21 23:00:28.578745,Tablet,Email
347,2026-05-11 18:01:22.820312,Tablet,Paid Social
348,2026-06-05 11:51:05.111691,Mobile,Organic
349,2026-05-12 05:53:09.321409,Desktop,Email
350,2026-05-26 22:52:39.307989,Desktop,Organic
351,2026-05-29 04:04:23.271947,Mobile,Organic
352,2026-06-03 02:38:54.112705,Mobile,Email
353,2026-05-08 17:27:41.202910,Desktop,Direct
354,2026-05-17 21:29:17.984325,Desktop,Paid Social
355,2026-05-27 19:12:16.200910,Tablet,Organic
356,2026-05-10 07:28:12.593897,Desktop,Direct
357,2026-05-18 08:24:22.820796,Tablet,Paid Social
358,2026-06-04 21:44:46.014822,Desktop,Email
359,2026-05-20 05:50:41.760203,Tablet,Paid Social
360,2026-06-03 07:12:45.528823,Mobile,Paid Social
361,2026-05-29 13:07:24.725307,Desktop,Direct
362,2026-06-04 16:49:28.626057,Desktop,Organic
363,2026-05-22 15:03:26.353200,Tablet,Direct
364,2026-05-28 16:16:54.876094,Desktop,Direct
365,2026-05-22 01:44:20.246882,Mobile,Direct
366,2026-06-03 20:25:21.586088,Tablet,Email
367,2026-05-10 20:39:23.923318,Tablet,Paid Social
368,2026-06-01 15:59:45.178620,Tablet,Paid Social
369,2026-05-12 20:50:39.793014,Mobile,Email
370,2026-05-29 16:12:13.582417,Mobile,Email
371,2026-05-22 19:36:12.912288,Tablet,Organic
372,2026-06-03 16:09:02.696471,Mobile,Paid Social
373,2026-05-12 08:35:43.970553,Mobile,Organic
374,2026-05-25 02:08:45.170855,Mobile,Direct
375,2026-05-12 17:49:11.555130,Tablet,Organic
376,2026-05-22 03:38:29.072532,Tablet,Email
377,2026-05-23 19:06:53.586224,Mobile,Paid Social
378,2026-05-29 21:04:35.712976,Desktop,Paid Social
379,2026-05-18 14:03:21.503407,Mobile,Direct
380,2026-06-02 04:17:08.009459,Desktop,Direct
381,2026-05-10 04:18:23.038206,Tablet,Organic
382,2026-05-06 22:22:17.706181,Mobile,Paid Social
383,2026-06-03 06:20:05.303415,Tablet,Organic
384,2026-05-28 17:43:34.329155,Desktop,Email
385,2026-05-08 23:14:14.531280,Desktop,Direct
386,2026-05-20 16:55:38.118226,Mobile,Paid Social
387,2026-05-11 08:40:35.476864,Tablet,Email
388,2026-06-03 16:00:46.096648,Mobile,Email
389,2026-05-16 00:42:28.923096,Mobile,Email
390,2026-05-12 19:33:05.523726,Tablet,Organic
391,2026-05-14 17:05:17.360069,Desktop,Direct
392,2026-05-09 20:07:30.103664,Tablet,Email
393,2026-05-22 04:17:16.347386,Desktop,Organic
394,2026-05-18 10:24:37.810472,Desktop,Email
395,2026-06-01 21:49:05.422229,Mobile,Paid Social
396,2026-05-30 01:13:05.447536,Mobile,Email
397,2026-06-04 22:41:26.514771,Mobile,Organic
398,2026-05-14 02:45:08.998036,Mobile,Direct
399,2026-05-26 10:47:40.723571,Mobile,Organic
400,2026-05-22 18:06:07.744708,Mobile,Email
401,2026-06-05 17:17:01.505607,Mobile,Paid Social
402,2026-05-31 20:12:43.094362,Mobile,Paid Social
403,2026-05-17 07:02:04.885736,Tablet,Organic
404,2026-06-01 16:56:10.837614,Desktop,Email
405,2026-05-28 12:02:30.751589,Desktop,Direct
406,2026-05-21 17:14:35.695586,Mobile,Email
407,2026-05-24 11:39:40.833436,Tablet,Direct
408,2026-05-13 05:59:49.666769,Desktop,Email
409,2026-05-23 14:13:27.376548,Tablet,Organic
410,2026-05-27 22:23:51.688541,Desktop,Paid Social
411,2026-05-31 17:18:29.013137,Tablet,Organic
412,2026-05-10 08:38:08.896368,Mobile,Email
413,2026-05-26 10:44:10.039821,Desktop,Paid Social
414,2026-05-07 01:57:21.960564,Desktop,Direct
415,2026-05-15 05:10:33.580510,Tablet,Organic
416,2026-05-18 11:16:10.970930,Mobile,Paid Social
417,2026-05-21 20:51:47.949395,Mobile,Direct
418,2026-05-18 18:42:55.166900,Desktop,Paid Social
419,2026-05-12 13:20:10.190406,Desktop,Direct
420,2026-05-10 21:47:59.142632,Desktop,Email
421,2026-05-14 22:32:22.338980,Desktop,Organic
422,2026-06-04 12:26:06.455761,Tablet,Paid Social
423,2026-05-31 18:03:06.065609,Mobile,Email
424,2026-05-29 07:28:25.326742,Mobile,Paid Social
425,2026-05-21 02:05:07.296506,Mobile,Direct
426,2026-06-04 21:28:46.061564,Mobile,Email
427,2026-05-17 15:55:28.344927,Tablet,Paid Social
428,2026-05-26 03:38:40.892560,Mobile,Direct
429,2026-05-29 15:30:00.794086,Desktop,Direct
430,2026-06-03 02:24:02.481317,Desktop,Paid Social
431,2026-05-22 17:32:39.270145,Desktop,Direct
432,2026-05-24 03:58:01.139989,Mobile,Direct
433,2026-05-22 13:59:25.545128,Desktop,Paid Social
434,2026-05-07 02:40:23.285466,Mobile,Organic
435,2026-05-19 03:45:00.595403,Mobile,Organic
436,2026-05-08 05:42:21.821962,Desktop,Email
437,2026-05-18 13:43:39.446544,Mobile,Direct
438,2026-05-12 21:24:49.182867,Mobile,Email
439,2026-05-07 23:34:02.789459,Mobile,Email
440,2026-05-17 02:35:51.638447,Tablet,Organic
441,2026-05-25 21:10:35.979312,Mobile,Organic
442,2026-06-01 12:42:31.163278,Mobile,Paid Social
443,2026-05-12 14:19:46.506757,Desktop,Email
444,2026-05-07 18:08:47.919334,Mobile,Paid Social
445,2026-05-15 15:57:48.974642,Desktop,Email
446,2026-05-17 23:34:56.763993,Desktop,Email
447,2026-05-18 00:06:31.345552,Mobile,Paid Social
448,2026-05-20 13:49:55.842266,Tablet,Paid Social
449,2026-05-29 06:41:01.243285,Tablet,Organic
450,2026-06-04 21:20:11.953856,Mobile,Direct
451,2026-06-04 18:47:00.583600,Desktop,Paid Social
452,2026-05-28 08:48:00.293855,Tablet,Email
453,2026-06-04 15:17:09.431277,Tablet,Email
454,2026-05-29 10:23:49.234030,Mobile,Paid Social
455,2026-05-12 19:31:38.105456,Mobile,Email
456,2026-05-28 09:47:10.153608,Desktop,Direct
457,2026-05-29 14:17:32.571080,Mobile,Paid Social
458,2026-05-25 15:49:29.317218,Desktop,Email
459,2026-05-08 18:34:18.704336,Mobile,Email
460,2026-06-02 02:15:58.736521,Mobile,Email
461,2026-05-13 20:43:03.410786,Tablet,Paid Social
462,2026-05-08 08:55:50.047336,Tablet,Email
463,2026-05-12 06:21:39.276502,Tablet,Paid Social
464,2026-05-14 20:04:15.282352,Tablet,Paid Social
465,2026-06-04 12:32:49.044157,Tablet,Email
466,2026-05-15 21:23:29.892042,Desktop,Email
467,2026-05-19 04:01:58.254088,Desktop,Direct
468,2026-06-03 23:05:51.731322,Mobile,Paid Social
469,2026-05-08 03:55:20.071361,Desktop,Paid Social
470,2026-05-14 09:46:01.695733,Mobile,Direct
471,2026-05-14 14:10:21.199936,Tablet,Paid Social
472,2026-05-11 01:06:56.033992,Mobile,Organic
473,2026-05-10 13:59:31.104435,Tablet,Organic
474,2026-05-24 23:52:41.756634,Desktop,Organic
475,2026-05-13 12:46:49.152030,Mobile,Email
476,2026-05-13 03:33:43.707322,Tablet,Paid Social
477,2026-06-02 14:24:57.719644,Desktop,Direct
478,2026-05-16 21:56:05.515679,Mobile,Email
479,2026-06-01 15:37:30.764914,Mobile,Paid Social
480,2026-05-30 00:20:35.839524,Mobile,Email
481,2026-05-15 11:50:22.486778,Desktop,Email
482,2026-06-02 03:35:16.550277,Tablet,Organic
483,2026-05-07 00:08:25.668112,Desktop,Direct
484,2026-05-15 12:11:42.184804,Mobile,Paid Social
485,2026-06-03 00:56:21.361892,Tablet,Paid Social
486,2026-05-22 14:35:18.050171,Desktop,Paid Social
487,2026-05-19 06:49:59.977590,Tablet,Email
488,2026-06-02 04:45:41.876810,Desktop,Email
489,2026-05-07 19:03:47.413441,Tablet,Paid Social
490,2026-05-17 12:18:43.901872,Mobile,Direct
491,2026-05-14 13:15:58.314065,Tablet,Direct
492,2026-05-16 12:35:50.528265,Tablet,Paid Social
493,2026-06-03 04:48:21.730730,Tablet,Email
494,2026-05-15 06:39:12.945422,Tablet,Paid Social
495,2026-05-19 01:38:46.516163,Mobile,Email
496,2026-05-31 21:04:37.497352,Desktop,Email
497,2026-06-03 22:01:45.253736,Tablet,Organic
498,2026-05-28 03:08:00.700822,Tablet,Organic
499,2026-05-07 23:35:15.074129,Tablet,Direct
500,2026-05-07 21:28:31.864222,Tablet,Direct
501,2026-05-22 08:23:17.205886,Desktop,Email
502,2026-05-07 09:56:23.584909,Tablet,Organic
503,2026-05-09 04:37:55.655356,Mobile,Direct
504,2026-06-03 22:28:35.544575,Desktop,Email
505,2026-05-10 21:50:48.963607,Mobile,Direct
506,2026-06-01 19:45:15.210145,Tablet,Paid Social
507,2026-06-01 22:31:29.335099,Tablet,Paid Social
508,2026-05-17 09:43:45.330216,Desktop,Email
509,2026-05-16 12:28:15.632195,Tablet,Organic
510,2026-05-07 07:07:09.253264,Mobile,Direct
511,2026-05-29 12:40:06.679357,Tablet,Paid Social
512,2026-05-29 05:23:03.592093,Tablet,Email
513,2026-05-26 19:51:02.547101,Tablet,Email
